country_code,code,label_fr
FR,5610B,Cafétérias et autres libres-services
FR,5610C,Restauration de type rapide
FR,5621Z,Services des traiteurs
FR,5629A,Restauration collective sous contrat
FR,5629B,Autres services de restauration n.c.a.
FR,5630Z,Débits de boissons
FR,5811Z,Édition de livres
FR,5812Z,Édition de répertoires et de fichiers d'adresses
FR,5813Z,Édition de journaux
FR,5814Z,Édition de revues et périodiques
FR,5819Z,Autres activités d'édition
FR,5821Z,Édition de jeux électroniques
FR,5829A,Édition de logiciels système et de réseau
FR,5829B,Édition de logiciels outils de développement et de langages
FR,5829C,Édition de logiciels applicatifs
FR,5911A,Production de films et de programmes pour la télévision
FR,5911B,Production de films institutionnels et publicitaires
FR,5911C,Production de films pour le cinéma
FR,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision"
FR,5913A,Distribution de films cinématographiques
FR,5913B,Édition et distribution vidéo
FR,5914Z,Projection de films cinématographiques
FR,5920Z,Enregistrement sonore et édition musicale
FR,6010Z,Édition et diffusion de programmes radio
FR,6020A,Édition de chaînes généralistes
FR,6020B,Édition de chaînes thématiques
FR,6110Z,Télécommunications filaires
FR,6120Z,Télécommunications sans fil
FR,6130Z,Télécommunications par satellite
FR,6190Z,Autres activités de télécommunication
FR,6201Z,Programmation informatique
FR,6202A,Conseil en systèmes et logiciels informatiques
FR,6202B,Tierce maintenance de systèmes et d'applications informatiques
FR,6203Z,Gestion d'installations informatiques
FR,6209Z,Autres activités informatiques
FR,6311Z,"Traitement de données, hébergement et activités connexes"
FR,6312Z,Portails Internet
FR,6391Z,Activités des agences de presse
FR,6399Z,Autres services d'information n.c.a.
FR,6411Z,Activités de banque centrale
FR,6419Z,Autres intermédiations monétaires
FR,6420Z,Activités des sociétés holding
FR,6430Z,Fonds de placement et entités financières similaires
FR,6491Z,Crédit-bail
FR,6492Z,Autre distribution de crédit
FR,6499Z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
FR,6511Z,Assurance vie
FR,6512Z,Autres assurances
FR,6520Z,Réassurance
FR,6530Z,Caisses de retraite
FR,6611Z,Administration de marchés financiers
FR,6612Z,Courtage de valeurs mobilières et de marchandises
FR,6619A,Supports juridiques de gestion de patrimoine mobilier
FR,6619B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a."
FR,6621Z,Évaluation des risques et dommages
FR,6622Z,Activités des agents et courtiers d'assurances
FR,6629Z,Autres activités auxiliaires d'assurance et de caisses de retraite
FR,6630Z,Gestion de fonds
FR,6810Z,Activités des marchands de biens immobiliers
FR,6820A,Location de logements
FR,6820B,Location de terrains et d'autres biens immobiliers
FR,6831Z,Agences immobilières
FR,6832A,Administration d'immeubles et autres biens immobiliers
FR,6832B,Supports juridiques de gestion de patrimoine immobilier
FR,6910Z,Activités juridiques
FR,6920Z,Activités comptables
FR,7010Z,Activités des sièges sociaux
FR,7021Z,Conseil en relations publiques et communication
FR,7022Z,Conseil pour les affaires et autres conseils de gestion
FR,7111Z,Activités d'architecture
FR,7112A,Activité des géomètres
FR,7112B,"Ingénierie, études techniques"
FR,7120A,Contrôle technique automobile
FR,7120B,"Analyses, essais et inspections techniques"
FR,7211Z,Recherche-développement en biotechnologie
FR,7219Z,Recherche-développement en autres sciences physiques et naturelles
FR,7220Z,Recherche-développement en sciences humaines et sociales
FR,7311Z,Activités des agences de publicité
FR,7312Z,Régie publicitaire de médias
FR,7320Z,Études de marché et sondages
FR,7410Z,Activités spécialisées de design
FR,7420Z,Activités photographiques
FR,7430Z,Traduction et interprétation
FR,7490A,Activité des économistes de la construction
FR,7490B,"Activités spécialisées, scientifiques et techniques diverses"
FR,7500Z,Activités vétérinaires
FR,7711A,Location de courte durée de voitures et de véhicules automobiles légers
FR,7711B,Location de longue durée de voitures et de véhicules automobiles légers
FR,7712Z,Location et location-bail de camions
FR,7721Z,Location et location-bail d'articles de loisirs et de sport
FR,7722Z,Location de vidéocassettes et disques vidéo
FR,7729Z,Location et location-bail d'autres biens personnels et domestiques
FR,7731Z,Location et location-bail de machines et équipements agricoles
FR,7732Z,Location et location-bail de machines et équipements pour la construction
FR,7733Z,Location et location-bail de machines de bureau et de matériel informatique
FR,7734Z,Location et location-bail de matériels de transport par eau
FR,7735Z,Location et location-bail de matériels de transport aérien
FR,7739Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
FR,7740Z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
FR,7810Z,Activités des agences de placement de main-d'œuvre
FR,7820Z,Activités des agences de travail temporaire
FR,7830Z,Autre mise à disposition de ressources humaines
FR,7911Z,Activités des agences de voyage
FR,7912Z,Activités des voyagistes
FR,7990Z,Autres services de réservation et activités connexes
FR,8010Z,Activités de sécurité privée
FR,8020Z,Activités liées aux systèmes de sécurité
FR,8030Z,Activités d'enquête
FR,8110Z,Activités combinées de soutien lié aux bâtiments
FR,8121Z,Nettoyage courant des bâtiments
FR,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel
FR,8129A,"Désinfection, désinsectisation, dératisation"
FR,8129B,Autres activités de nettoyage n.c.a.
FR,8130Z,Services d'aménagement paysager
FR,8211Z,Services administratifs combinés de bureau
FR,8219Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
FR,8220Z,Activités de centres d'appels
FR,8230Z,"Organisation de foires, salons professionnels et congrès"
FR,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
FR,8292Z,Activités de conditionnement
FR,8299Z,Autres activités de soutien aux entreprises n.c.a.
FR,8411Z,Administration publique générale
FR,8412Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
FR,8413Z,Administration publique (tutelle) des activités économiques
FR,8421Z,Affaires étrangères
FR,8422Z,Défense
FR,8423Z,Justice
FR,8424Z,Activités d'ordre public et de sécurité
FR,8425Z,Services du feu et de secours
FR,8430A,Activités générales de sécurité sociale
FR,8430B,Gestion des retraites complémentaires
FR,8430C,Distribution sociale de revenus
FR,8510Z,Enseignement pré-primaire
FR,8520Z,Enseignement primaire
FR,8531Z,Enseignement secondaire général
FR,8532Z,Enseignement secondaire technique ou professionnel
FR,8541Z,Enseignement post-secondaire non supérieur
FR,8542Z,Enseignement supérieur
FR,8551Z,Enseignement de disciplines sportives et d'activités de loisirs
FR,8552Z,Enseignement culturel
FR,8553Z,Enseignement de la conduite
FR,8559A,Formation continue d'adultes
FR,8559B,Autres enseignements
FR,8560Z,Activités de soutien à l'enseignement
FR,8610Z,Activités hospitalières
FR,8621Z,Activité des médecins généralistes
FR,8622A,Activités de radiodiagnostic et de radiothérapie
FR,8622B,Activités chirurgicales
FR,8622C,Autres activités des médecins spécialistes
FR,8623Z,Pratique dentaire
FR,8690A,Ambulances
FR,8690B,Laboratoires d'analyses médicales
FR,8690C,Centres de collecte et banques d'organes
FR,8690D,Activités des infirmiers et des sages-femmes
FR,8690E,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues"
FR,8690F,Activités de santé humaine non classées ailleurs
FR,8710A,Hébergement médicalisé pour personnes âgées
FR,8710B,Hébergement médicalisé pour enfants handicapés
FR,8710C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
FR,8720A,Hébergement social pour handicapés mentaux et malades mentaux
FR,8720B,Hébergement social pour toxicomanes
FR,8730A,Hébergement social pour personnes âgées
FR,8730B,Hébergement social pour handicapés physiques
FR,8790A,Hébergement social pour enfants en difficultés
FR,8790B,Hébergement social pour adultes et familles en difficultés et autre hébergement social
FR,8810A,Aide à domicile
FR,8810B,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
FR,8810C,Aide par le travail
FR,8891A,Accueil de jeunes enfants
FR,8891B,Accueil ou accompagnement sans hébergement d'enfants handicapés
FR,8899A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
FR,8899B,Action sociale sans hébergement n.c.a.
FR,9001Z,Arts du spectacle vivant
FR,9002Z,Activités de soutien au spectacle vivant
FR,9003A,Création artistique relevant des arts plastiques
FR,9003B,Autre création artistique
FR,9004Z,Gestion de salles de spectacles
FR,9101Z,Gestion des bibliothèques et des archives
FR,9102Z,Gestion des musées
FR,9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires
FR,9104Z,Gestion des jardins botaniques et zoologiques et des réserves naturelles
FR,9200Z,Organisation de jeux de hasard et d'argent
FR,9311Z,Gestion d'installations sportives
FR,9312Z,Activités de clubs de sports
FR,9313Z,Activités des centres de culture physique
FR,9319Z,Autres activités liées au sport
FR,9321Z,Activités des parcs d'attractions et parcs à thèmes
FR,9329Z,Autres activités récréatives et de loisirs
FR,9411Z,Activités des organisations patronales et consulaires
FR,9412Z,Activités des organisations professionnelles
FR,9420Z,Activités des syndicats de salariés
FR,9491Z,Activités des organisations religieuses
FR,9492Z,Activités des organisations politiques
FR,9499Z,Autres organisations fonctionnant par adhésion volontaire
FR,9511Z,Réparation d'ordinateurs et d'équipements périphériques
FR,9512Z,Réparation d'équipements de communication
FR,9521Z,Réparation de produits électroniques grand public
FR,9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
FR,9523Z,Réparation de chaussures et d'articles en cuir
FR,9524Z,Réparation de meubles et d'équipements du foyer
FR,9525Z,Réparation d'articles d'horlogerie et de bijouterie
FR,9529Z,Réparation d'autres biens personnels et domestiques
FR,9601A,Blanchisserie-teinturerie de gros
FR,9601B,Blanchisserie-teinturerie de détail
FR,9602A,Coiffure
FR,9602B,Soins de beauté
FR,9603Z,Services funéraires
FR,9604Z,Entretien corporel
FR,9609Z,Autres services personnels n.c.a.
FR,9700Z,Activités des ménages en tant qu'employeurs de personnel domestique
FR,9810Z,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
FR,9820Z,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
FR,9900Z,Activités des organisations et organismes extraterritoriaux
BE,Nace2003-01,Culture de céréales et horticulture
BE,Nace2003-011,Culture de céréales et horticulture
BE,Nace2003-0111,Culture de céréales et cultures industrielles
BE,Nace2003-01110,Culture de céréales et cultures industrielles
BE,Nace2003-0111001,"la culture de céréales : blé dur, blé tendre, seigle, orge, avoine, maïs, riz, etc."
BE,Nace2003-0111002,la culture de pommes de terre
BE,Nace2003-0111003,la culture de betteraves sucrières
BE,Nace2003-0111004,la culture de tabac (y compris la récolte et le séchage des feuilles de tabac)
BE,Nace2003-0111005,"la culture des graines et des fruits oléagineux : arachides, fèves de soja, fèves de colza, etc."
BE,Nace2003-0111006,la culture de cônes de houblon et de racines et tubercules à forte teneur en amidon ou en inuline
BE,Nace2003-0111007,la culture du coton ou d'autres plantes textiles ; le rouissage de plantes à fibres végétales
BE,Nace2003-0111008,la culture de légumes à cosse secs tels que pois fourragers et haricots
BE,Nace2003-0111009,"la culture de plantes à usage pharmaceutique ou insecticide, parasiticide ou similaire"
BE,Nace2003-0111010,la production de semences céréalières
BE,Nace2003-0111011,les cultures n.d.a.
BE,Nace2003-0112,"Culture de légumes; horticulture, pépinières"
BE,Nace2003-01121,Culture de légumes
BE,Nace2003-0112101,"la culture de légumes : tomates, melons,oignons, choux, laitues, carottes, haricots, cresson, cressonnette, maïs sucré, courgettes, aubergines, poireaux, etc."
BE,Nace2003-0112102,"la culture de condiments : câpres, poivrons, fenouil, persil, cerfeuil, estragon, marjolaine, etc."
BE,Nace2003-0112103,"la culture des champignons et des truffes, la cueillette des champignons et des truffes dans les bois"
BE,Nace2003-0112104,la production de semences de légumes.
BE,Nace2003-01122,Culture de fleurs
BE,Nace2003-0112201,"la culture de fleurs, de fleurs à couper et de plantes ornementales d'intérieur"
BE,Nace2003-0112202,la fabrication de fleurs séchées
BE,Nace2003-0112203,la production de semences de fleurs.
BE,Nace2003-01123,Pépinières
BE,Nace2003-0112301,"la culture de plantes destinées à la plantation : arbustes, plantes ornementales d'intérieur, arbres, etc."
BE,Nace2003-0112302,la culture de gazon en rouleaux.
BE,Nace2003-0113,Culture de fruits
BE,Nace2003-01130,Culture de fruits
BE,Nace2003-0113001,"la culture de fruits : pommes, poires, agrumes, abricots, fraises, baies, cerises, pêches, bananes, avocats, dattes, etc."
BE,Nace2003-0113002,la culture de raisins de cuve et de raisins de table ; la production de vin en combinaison avec la culture de raisins
BE,Nace2003-0113003,"la culture de noix comestibles, y compris les noix de coco"
BE,Nace2003-0113004,"la culture de plantes destinées à la production de boissons, telles que le café, le cacao, le thé, le maté"
BE,Nace2003-0113005,"la culture de plantes pour épices : laurier, basilic, anis, coriandre, cumin, cannelle, clous de girofle, noix muscade, gingembre, etc."
BE,Nace2003-0113006,la culture d'olives ; la fabrication d'huile d'olives en combinaison avec la culture d'olives.
BE,Nace2003-012,Élevage
BE,Nace2003-0121,Élevage de bovins
BE,Nace2003-01210,Élevage de bovins
BE,Nace2003-0121001,l'élevage de bovins
BE,Nace2003-0121002,la production de lait cru de vache.
